Gene	Expected	Observed
ENSG00000005073.5|HOXA11	12.6908406830868	12
ENSG00000005075.11|POLR2J	12.6252342839259	28
ENSG00000005100.8|DHX33	115.864214611065	117
ENSG00000005102.8|MEOX1	13.0972611361475	12
ENSG00000005108.11|THSD7A	338.080409959275	345
ENSG00000005156.7|LIG3	185.873614113848	190
ENSG00000005175.5|RPAP3	98.304489759713	100
ENSG00000005187.7|ACSM3	101.165790253232	90
ENSG00000005194.10|CIAPIN1	55.8062692272918	56
ENSG00000005238.15|FAM214B	100.174585859564	88
ENSG00000005249.8|PRKAR2B	61.803222887805	68
ENSG00000005302.13|MSL3	59.2918919785059	54
ENSG00000005339.8|CREBBP	628.661755452439	529
ENSG00000005379.11|BZRAP1	329.738148492712	329
ENSG00000005381.6|MPO	149.338027944813	139
ENSG00000005421.4|PON1	80.1624017547935	67
ENSG00000005436.9|GCFC2	107.989364166406	129
ENSG00000005448.12|WDR54	66.1222971801023	69
ENSG00000005469.7|CROT	98.1295721706287	98
ENSG00000005471.11|ABCB4	228.236035992859	188
ENSG00000005483.15|KMT2E	307.989548448878	310
ENSG00000005486.12|RHBDD2	43.6814837410629	37
ENSG00000005513.9|SOX8	39.3001642714934	54
ENSG00000005700.10|IBTK	228.785634888772	185
ENSG00000005801.12|ZNF195	108.166471716912	98
ENSG00000005812.6|FBXL3	78.4899911592947	78
ENSG00000005844.13|ITGAL	221.912188804823	214
ENSG00000005882.7|PDK2	65.1336369501628	84
ENSG00000005884.13|ITGA3	188.802672254449	139
ENSG00000005889.11|ZFX	101.380861324876	90
ENSG00000005893.11|LAMP2	64.5699131089441	44
ENSG00000005955.8|GGNBP2	119.828079731122	104
ENSG00000005961.13|ITGA2B	221.554515950125	167
ENSG00000005981.8|ASB4	87.343641084074	88
ENSG00000006007.7|GDE1	54.2918099829222	48
ENSG00000006015.13|C19orf60	16.7041958890701	20
ENSG00000006016.6|CRLF1	66.7243798264531	64
ENSG00000006025.7|OSBPL7	164.397734174821	149
ENSG00000006042.7|TMEM98	41.5900600175062	43
ENSG00000006047.8|YBX2	65.7622837128388	49
ENSG00000006059.3|KRT33A	96.6039774379402	88
ENSG00000006071.7|ABCC8	292.690788573419	245
ENSG00000006074.4|CCL18	16.3771076995499	14
ENSG00000006075.11|CCL3	17.7643131517063	14
ENSG00000006114.11|SYNRG	227.170497834921	210
ENSG00000006116.3|CACNG3	60.7185099081944	59
ENSG00000006118.10|TMEM132A	148.146333345565	125
ENSG00000006125.12|AP2B1	180.971348897835	163
ENSG00000006128.7|TAC1	21.6186636082934	20
ENSG00000006194.6|ZNF263	163.430246205631	131
ENSG00000006210.6|CX3CL1	68.687947393868	87
ENSG00000006282.15|SPATA20	150.920592726535	142
ENSG00000006283.13|CACNA1G	427.353147010698	381
ENSG00000006327.9|TNFRSF12A	15.3048231314682	15
ENSG00000006377.9|DLX6	32.6284396411528	44
ENSG00000006432.11|MAP3K9	196.523914349427	180
ENSG00000006451.3|RALA	29.2697011478334	30
ENSG00000006453.9|BAIAP2L1	79.4032149227696	92
ENSG00000006459.6|JHDM1D	156.055221426221	154
ENSG00000006468.9|ETV1	99.0602581628938	109
ENSG00000006530.11|AGK	64.3749522884357	66
ENSG00000006555.6|TTC22	42.8452697633674	44
ENSG00000006576.12|PHTF2	105.534983843825	99
ENSG00000006606.4|CCL26	18.2410953306747	20
ENSG00000006607.9|FARP2	145.405031100377	139
ENSG00000006611.11|USH1C	186.53333248956	193
ENSG00000006625.13|GGCT	26.7711057228042	32
ENSG00000006634.3|DBF4	113.179584758949	112
ENSG00000006638.7|TBXA2R	86.0380501185135	90
ENSG00000006652.9|IFRD1	80.4565984208472	71
ENSG00000006659.8|LGALS14	38.5136975767163	34
ENSG00000006695.6|COX10	66.74132867062	67
ENSG00000006704.6|GTF2IRD1	123.511186848801	119
ENSG00000006712.10|PAF1	86.4022484016266	73
ENSG00000006715.11|VPS41	134.336170304436	151
ENSG00000006740.12|ARHGAP44	129.103087228742	150
ENSG00000006744.14|ELAC2	113.480914943142	124
ENSG00000006747.10|SCIN	118.236582362451	145
ENSG00000006756.11|ARSD	62.2148000203518	51
ENSG00000006757.7|PNPLA4	28.3085863990021	29
ENSG00000006788.8|MYH13	350.018647166203	331
ENSG00000006831.9|ADIPOR2	72.4242584657774	59
ENSG00000006837.7|CDKL3	61.5416322006094	59
ENSG00000007001.8|UPP2	62.3070762228192	55
ENSG00000007038.6|PRSS21	65.1028290816732	60
ENSG00000007047.10|MARK4	119.605937288813	112
ENSG00000007062.7|PROM1	132.075014825927	131
ENSG00000007080.6|CCDC124	31.6095291489985	28
ENSG00000007129.13|CEACAM21	58.4036924094516	58
ENSG00000007168.8|PAFAH1B1	85.2005695949973	62
ENSG00000007171.12|NOS2	202.177377165538	173
ENSG00000007174.13|DNAH9	822.650999316192	745
ENSG00000007202.10|KIAA0100	430.437128347288	495
ENSG00000007216.10|SLC13A2	123.982365050041	117
ENSG00000007237.14|GAS7	88.5116669827132	98
ENSG00000007255.6|TRAPPC6A	29.2366502904178	31
ENSG00000007264.9|MATK	95.1478835023346	95
ENSG00000007306.10|CEACAM7	54.5133714741386	51
ENSG00000007312.8|CD79B	57.3632139159806	43
ENSG00000007314.7|SCN4A	400.761349850724	307
ENSG00000007341.14|ST7L	54.2001972439585	56
ENSG00000007350.12|TKTL1	75.9601950799272	82
ENSG00000007372.16|PAX6	92.5613748197719	79
ENSG00000007376.3|RPUSD1	65.5443476060083	120
ENSG00000007384.11|RHBDF1	117.389869736396	103
ENSG00000007392.12|LUC7L	60.3482187926667	56
ENSG00000007402.7|CACNA2D2	191.831820540804	205
ENSG00000007516.9|BAIAP3	251.817207639983	267
ENSG00000007520.3|TSR3	46.8814092186904	47
ENSG00000007541.10|PIGQ	174.985326723994	178
ENSG00000007545.11|CRAMP1L	168.961146314025	165
ENSG00000007866.14|TEAD3	63.7259302950398	58
ENSG00000007908.11|SELE	107.668312638946	107
ENSG00000007923.11|DNAJC11	104.082666483168	108
ENSG00000007933.8|FMO3	105.283484428651	77
ENSG00000007944.10|MYLIP	97.2482122724989	82
ENSG00000007952.13|NOX1	43.8817150266183	41
ENSG00000007968.6|E2F2	68.5834943852389	84
ENSG00000008018.8|PSMB1	40.802419155948	45
ENSG00000008056.8|SYN1	52.5612437337344	46
ENSG00000008083.9|JARID2	237.704856345587	263
ENSG00000008086.6|CDKL5	143.764655882566	131
ENSG00000008118.5|CAMK1G	84.8128213531079	97
ENSG00000008128.18|CDK11A	88.0077657011632	114
ENSG00000008130.11|NADK	121.136321017813	109
ENSG00000008196.8|TFAP2B	93.1988437496124	73
ENSG00000008197.4|TFAP2D	98.2478332564636	93
ENSG00000008226.15|DLEC1	340.785163943936	341
ENSG00000008256.11|CYTH3	89.1821874016094	94
ENSG00000008277.10|ADAM22	115.514154535073	127
ENSG00000008282.3|SYPL1	19.7820162883207	21
ENSG00000008283.11|CYB561	50.172866915532	55
ENSG00000008294.16|SPAG9	190.175823149003	181
ENSG00000008300.10|CELSR3	585.936530065782	583
ENSG00000008311.10|AASS	179.320665465237	156
ENSG00000008323.11|PLEKHG6	133.799444783502	149
ENSG00000008324.6|SS18L2	13.2235290793825	17
ENSG00000008382.11|MPND	71.2298224263809	85
ENSG00000008394.8|MGST1	27.2927517661048	21
ENSG00000008405.7|CRY1	96.8111559443519	106
ENSG00000008438.4|PGLYRP1	29.1475206731502	22
ENSG00000008441.12|NFIX	66.9184850658259	63
ENSG00000008513.10|ST3GAL1	64.6261968800511	62
ENSG00000008516.12|MMP25	106.695791119094	114
ENSG00000008517.12|IL32	41.5384334416978	51
ENSG00000008710.13|PKD1	963.521548305464	1376
ENSG00000008838.13|MED24	135.534815132014	129
ENSG00000008853.12|RHOBTB2	164.189102345116	140
ENSG00000008869.7|HEATR5B	428.685301001831	432
ENSG00000008952.12|SEC62	58.7079018413945	63
ENSG00000008988.5|RPS20	22.4970615297053	39
ENSG00000009307.11|CSDE1	143.573333495318	132
ENSG00000009335.13|UBE3C	195.336816177779	182
ENSG00000009413.11|REV3L	539.074783660079	507
ENSG00000009694.9|TENM1	354.94516999082	323
ENSG00000009709.7|PAX7	97.1111262370926	109
ENSG00000009724.12|MASP2	126.640946022941	136
ENSG00000009765.10|IYD	64.4136192104771	42
ENSG00000009780.11|FAM76A	44.2696243313661	56
ENSG00000009790.10|TRAF3IP3	88.407293641769	84
ENSG00000009830.7|POMT2	111.00341968559	103
ENSG00000009844.11|VTA1	38.9590474210362	48
ENSG00000009950.11|MLXIPL	129.505876332745	107
ENSG00000009954.6|BAZ1B	275.462929773326	269
ENSG00000010017.9|RANBP9	98.9052016991132	118
ENSG00000010030.9|ETV7	54.952641718158	55
ENSG00000010072.11|SPRTN	83.7256848066768	94
ENSG00000010165.15|METTL13	138.351673617424	140
ENSG00000010219.9|DYRK4	70.0060995810161	70
ENSG00000010244.12|ZNF207	79.4269845517399	90
ENSG00000010256.6|UQCRC1	84.1706746495389	106
ENSG00000010270.9|STARD3NL	44.9598428302939	40
ENSG00000010278.7|CD9	34.3618264387668	29
ENSG00000010282.10|HHATL	67.0959557488972	60
ENSG00000010292.8|NCAPD2	272.300485835775	262
ENSG00000010295.15|IFFO1	42.6987412908831	47
ENSG00000010310.4|GIPR	92.7427516428996	88
ENSG00000010318.15|PHF7	9.98775442565447	16
ENSG00000010319.2|SEMA3G	148.044725796751	139
ENSG00000010322.11|NISCH	300.246693805669	294
ENSG00000010327.6|STAB1	513.327100957145	474
ENSG00000010361.9|FUZ	86.8034296620107	78
ENSG00000010379.11|SLC6A13	122.837482969288	122
ENSG00000010404.13|IDS	79.0204313244454	71
ENSG00000010438.12|PRSS3	57.8600202976904	40
ENSG00000010539.7|ZNF200	92.7495913205323	90
ENSG00000010610.5|CD4	91.1093558795534	82
ENSG00000010626.10|LRRC23	84.8408280376155	74
ENSG00000010671.11|BTK	91.8696389473748	63
ENSG00000010704.14|HFE	75.2411201418503	54
ENSG00000010803.12|SCMH1	131.633711097732	138
ENSG00000010810.13|FYN	106.240593096014	100
ENSG00000010818.4|HIVEP2	520.80361730429	434
ENSG00000010932.11|FMO1	95.9242191542788	105
ENSG00000011007.8|TCEB3	124.955958157116	121
ENSG00000011009.6|LYPLA2	32.6094803890245	33
ENSG00000011021.17|CLCN6	138.786159360219	144
ENSG00000011028.9|MRC2	200.707415358975	217
ENSG00000011083.4|SLC6A7	117.125462954275	113
ENSG00000011105.7|TSPAN9	45.4176707669507	45
ENSG00000011114.10|BTBD7	201.311362124194	193
ENSG00000011132.7|APBA3	108.487363813716	100
ENSG00000011143.12|MKS1	28.7220046595479	30
ENSG00000011198.3|ABHD5	58.2242954506245	71
ENSG00000011201.6|KAL1	79.2040920064342	75
ENSG00000011243.13|AKAP8L	106.074494839302	98
ENSG00000011258.11|MBTD1	88.0616187566968	72
ENSG00000011260.9|UTP18	84.3801826065253	95
ENSG00000011275.14|RNF216	217.071719602071	217
ENSG00000011295.11|TTC19	54.0122476701317	65
ENSG00000011304.12|PTBP1	122.008591602484	161
ENSG00000011332.15|DPF1	3.8323213135521	4
ENSG00000011347.5|SYT7	65.9803833343378	67
ENSG00000011376.5|LARS2	149.355970574759	151
ENSG00000011405.9|PIK3C2A	278.782646304246	253
ENSG00000011422.7|PLAUR	65.3026187163119	61
ENSG00000011426.6|ANLN	106.669269360236	123
ENSG00000011451.13|WIZ	137.407643537485	137
ENSG00000011454.12|RABGAP1	177.894281256217	173
ENSG00000011465.12|DCN	52.1820907242639	44
ENSG00000011478.7|QPCTL	74.3856801321951	86
ENSG00000011485.10|PPP5C	84.6245106335832	84
ENSG00000011523.9|CEP68	174.784314801013	162
ENSG00000011566.10|MAP4K3	162.419822349813	165
ENSG00000011590.9|ZBTB32	93.0615862495007	99
ENSG00000011600.7|TYROBP	24.080648786806	26
ENSG00000011638.6|TMEM159	33.2647674417278	24
ENSG00000011677.8|GABRA3	74.8503169666761	48
ENSG00000012048.15|BRCA1	247.617632650861	217
ENSG00000012061.11|ERCC1	70.5577353134026	66
ENSG00000012124.10|CD22	160.932469571254	157
ENSG00000012174.7|MBTPS2	65.9248524353017	61
ENSG00000012211.8|PRICKLE3	2.6327933061837	4
ENSG00000012223.8|LTF	112.220409899056	108
ENSG00000012232.4|EXTL3	156.79413314343	157
ENSG00000012504.9|NR1H4	88.3580705256001	84
ENSG00000012660.9|ELOVL5	66.1873909386899	53
ENSG00000012779.6|ALOX5	115.444311686392	123
ENSG00000012822.11|CALCOCO1	126.976625186068	122
ENSG00000012963.9|UBR7	20.7213042378751	19
ENSG00000013016.10|EHD3	111.336941290721	105
ENSG00000013275.3|PSMC4	77.9352352754916	77
ENSG00000013288.4|MAN2B2	29.2854324968048	26
ENSG00000013293.5|SLC7A14	152.512130400829	141
ENSG00000013297.6|CLDN11	44.2268288829065	32
ENSG00000013306.11|SLC25A39	71.9789894904293	112
ENSG00000013364.14|MVP	137.468154348099	137
ENSG00000013374.11|NUB1	55.2724727718347	63
ENSG00000013375.11|PGM3	97.3938474581175	101
ENSG00000013392.6|RWDD2A	52.4832547331411	55
ENSG00000013441.11|CLK1	85.7200413170115	97
ENSG00000013503.5|POLR3B	223.359699376367	181
ENSG00000013523.5|ANGEL1	128.036650868483	130
ENSG00000013561.13|RNF14	84.779767992967	85
ENSG00000013563.9|DNASE1L1	37.3075053729911	48
ENSG00000013573.12|DDX11	147.372698828134	144
ENSG00000013583.4|HEBP1	29.9232734943082	40
ENSG00000013588.5|GPRC5A	73.0171856951486	67
ENSG00000013619.9|MAMLD1	138.852387385939	125
ENSG00000013725.10|CD6	66.9023407204874	73
ENSG00000013810.14|TACC3	120.252868128351	138
ENSG00000014123.9|UFL1	126.066060367269	139
ENSG00000014138.4|POLA2	63.6034185141653	75
ENSG00000014164.6|ZC3H3	159.72489676867	208
ENSG00000014216.11|CAPN1	108.248975648059	91
ENSG00000014257.11|ACPP	68.3526085218523	76
ENSG00000014641.13|MDH1	56.5118578893026	55
ENSG00000014824.9|SLC30A9	90.5292171649995	98
ENSG00000014914.15|MTMR11	116.801230040273	121
ENSG00000014919.8|COX15	86.3501210926907	79
ENSG00000015133.14|CCDC88C	350.969240554979	365
ENSG00000015153.10|YAF2	39.6671845690329	33
ENSG00000015171.14|ZMYND11	107.608988594322	105
ENSG00000015285.6|WAS	54.1257784562565	47
ENSG00000015413.5|DPEP1	109.442684310795	114
ENSG00000015475.14|BID	43.648882712883	39
ENSG00000015479.13|MATR3	102.615690347926	96
ENSG00000015520.10|NPC1L1	291.551890732925	283
ENSG00000015532.5|XYLT2	156.975135032212	157
ENSG00000015592.12|STMN4	41.8678638033297	42
ENSG00000015676.13|NUDCD3	60.0833277320638	67
ENSG00000016082.10|ISL1	38.0464853091353	33
ENSG00000016391.6|CHDH	91.1171208600691	97
ENSG00000016402.8|IL20RA	87.7684330106	70
ENSG00000016490.11|CLCA1	160.227253084197	173
ENSG00000016602.8|CLCA4	161.564729720957	153
ENSG00000016864.12|GLT8D1	57.9036102510738	53
ENSG00000017260.15|ATP2C1	20.7650262665279	24
ENSG00000017373.11|SRCIN1	139.539291199693	157
ENSG00000017427.11|IGF1	41.9673056153461	41
ENSG00000017483.10|SLC38A5	49.9860507904023	48
ENSG00000017621.11|MAGIX	7.3075565844161	11
ENSG00000017797.7|RALBP1	104.069118914892	100
ENSG00000018189.8|RUFY3	104.869446013508	101
ENSG00000018236.10|CNTN1	201.492775585336	180
ENSG00000018280.12|SLC11A1	93.8506652654989	106
ENSG00000018408.10|WWTR1	64.5896390255921	64
ENSG00000018510.8|AGPS	109.258655766538	107
ENSG00000018610.9|CXorf56	26.4613375327809	18
ENSG00000018625.10|ATP1A2	76.6785956146561	57
ENSG00000018699.7|TTC27	156.017704908526	166
ENSG00000018869.12|ZNF582	81.9465335490299	88
ENSG00000019102.7|VSIG2	67.5641011677612	66
ENSG00000019144.12|PHLDB1	261.409440391634	249
ENSG00000019169.9|MARCO	104.530533725497	105
ENSG00000019186.5|CYP24A1	95.8572024146318	88
ENSG00000019485.8|PRDM11	90.4761287822586	89
ENSG00000019505.3|SYT13	54.0443455794515	54
ENSG00000019549.4|SNAI2	65.583020905981	54
ENSG00000019582.10|CD74	3.51707156815319	4
ENSG00000019991.11|HGF	135.820285961104	136
ENSG00000019995.6|ZRANB1	128.129080235699	130
ENSG00000020129.11|NCDN	105.568548099685	94
ENSG00000020181.13|GPR124	168.925255529659	198
ENSG00000020256.15|ZFP64	179.55498916839	184
ENSG00000020426.6|MNAT1	50.7555732275251	48
ENSG00000020577.9|SAMD4A	135.651536545573	133
ENSG00000020633.14|RUNX3	61.6844814670371	64
ENSG00000020922.8|MRE11A	119.72119181438	136
ENSG00000021300.9|PLEKHB1	37.4651283729202	47
ENSG00000021355.8|SERPINB1	66.0347657033358	61
ENSG00000021461.12|CYP3A43	61.8752288057742	61
ENSG00000021488.8|SLC7A9	95.852605837644	76
ENSG00000021574.7|SPAST	122.154174986383	127
ENSG00000021645.13|NRXN3	227.88564181624	204
ENSG00000021762.15|OSBPL5	135.144336157919	127
ENSG00000021776.6|AQR	233.548340285887	257
ENSG00000021826.10|CPS1	326.370593723022	299
ENSG00000021852.8|C8B	135.698123879256	123
ENSG00000022267.12|FHL1	50.8341734950309	35
ENSG00000022277.8|RTFDC1	42.5063502051157	38
ENSG00000022355.10|GABRA1	106.574814548475	101
ENSG00000022556.11|NLRP2	270.924233921141	269
ENSG00000022567.5|SLC45A4	145.05693624238	146
ENSG00000022840.11|RNF10	101.294311351499	103
ENSG00000022976.11|ZNF839	146.954919937064	160
ENSG00000023041.7|ZDHHC6	57.6483222602534	50
ENSG00000023171.10|GRAMD1B	118.905996140459	130
ENSG00000023191.12|RNH1	101.020211151792	114
ENSG00000023228.9|NDUFS1	138.851157913508	141
ENSG00000023287.8|RB1CC1	269.460945854245	277
ENSG00000023318.7|ERP44	57.0753983256226	67
ENSG00000023330.10|ALAS1	69.1335505917696	85
ENSG00000023445.9|BIRC3	114.799122153193	95
ENSG00000023516.7|AKAP11	316.91154015119	336
ENSG00000023572.4|GLRX2	24.6175541940234	38
ENSG00000023608.4|SNAPC1	54.8645964939309	60
ENSG00000023697.8|DERA	37.5315921856494	45
ENSG00000023734.6|STRAP	40.3960134530522	34
ENSG00000023839.6|ABCC2	321.796584171171	287
ENSG00000023892.9|DEF6	75.0714976652318	67
ENSG00000023902.9|PLEKHO1	72.6120911410189	85
ENSG00000023909.5|GCLM	38.3052748444175	30
ENSG00000024048.6|UBR2	269.863157404303	274
ENSG00000024422.7|EHD2	75.1627521737866	86
ENSG00000024526.12|DEPDC1	124.176082519584	114
ENSG00000024862.12|CCDC28A	44.1115443670779	53
ENSG00000025039.10|RRAGD	59.8185746273752	53
ENSG00000025156.8|HSF2	96.2934049060931	103
ENSG00000025293.11|PHF20	158.722253496839	155
ENSG00000025423.7|HSD17B6	56.5409822972839	51
ENSG00000025434.14|NR1H3	83.0558123498467	72
ENSG00000025708.8|TYMP	70.9175575498363	76
ENSG00000025770.14|NCAPH2	71.7510642976111	86
ENSG00000025772.7|TOMM34	50.1463287466463	44
ENSG00000025796.9|SEC63	146.833043164411	132
ENSG00000025800.9|KPNA6	98.1630695027629	87
ENSG00000026025.9|VIM	98.5161221815147	79
ENSG00000026103.15|FAS	65.3998647051701	49
ENSG00000026297.11|RNASET2	23.176987468135	22
ENSG00000026508.12|CD44	17.758579890735	20
ENSG00000026559.9|KCNG1	85.9093956573745	93
ENSG00000026652.9|AGPAT4	50.087366845147	46
ENSG00000026751.12|SLAMF7	66.4143510998631	59
ENSG00000026950.12|BTN3A1	98.2285799343289	66
ENSG00000027001.7|MIPEP	97.5953573752398	94
ENSG00000027075.9|PRKCH	98.0295049398624	96
ENSG00000027644.4|INSRR	235.081354631419	249
ENSG00000027697.8|IFNGR1	87.1028870503228	68
ENSG00000027847.9|B4GALT7	63.0958253326433	66
ENSG00000027869.7|SH2D2A	55.269103080723	57
ENSG00000028116.12|VRK2	104.065311629123	82
ENSG00000028137.12|TNFRSF1B	79.1063452800413	78
ENSG00000028203.13|VEZT	116.262654151411	124
ENSG00000028277.16|POU2F2	72.4708484701563	69
ENSG00000028310.13|BRD9	72.7140907363797	88
ENSG00000028528.10|SNX1	106.667520310974	116
ENSG00000028839.5|TBPL1	26.0737761857053	19
ENSG00000029153.10|ARNTL2	11.7509094723393	8
ENSG00000029363.11|BCLAF1	145.745922482357	190
ENSG00000029364.7|SLC39A9	57.6856510898557	53
ENSG00000029534.15|ANK1	199.094364221312	184
ENSG00000029559.5|IBSP	49.5909325114322	47
ENSG00000029639.6|TFB1M	65.6545610196375	59
ENSG00000029725.12|RABEP1	142.629072123556	138
ENSG00000029993.10|HMGB3	19.4214278181688	33
ENSG00000030066.9|NUP160	236.77403760823	251
ENSG00000030110.8|BAK1	29.625975909201	24
ENSG00000030304.8|MUSK	161.063640249795	135
ENSG00000030419.12|IKZF2	94.1265231981563	107
ENSG00000030582.12|GRN	114.716393713541	105
ENSG00000031003.6|FAM13B	152.665613284431	145
ENSG00000031081.6|ARHGAP31	277.718507972585	230
ENSG00000031691.6|CENPQ	36.9745875776922	44
ENSG00000031698.8|SARS	96.0414947656251	72
ENSG00000031823.10|RANBP3	94.147286900311	103
ENSG00000032219.14|ARID4A	207.325947051011	197
ENSG00000032389.8|TSSC1	63.1443335583975	53
ENSG00000032444.11|PNPLA6	269.702366638586	240
ENSG00000032742.13|IFT88	111.882938622732	113
ENSG00000033011.7|ALG1	141.849621092599	130
ENSG00000033050.3|ABCF2	114.795742238932	124
ENSG00000033100.10|CHPF2	160.062772736939	155
ENSG00000033122.14|LRRC7	265.267475290639	268
ENSG00000033170.12|FUT8	106.407628520819	121
ENSG00000033178.8|UBA6	128.377679638715	117
ENSG00000033327.8|GAB2	145.456388804559	124
ENSG00000033627.10|ATP6V0A1	144.125984661838	132
ENSG00000033800.9|PIAS1	113.688302207222	134
ENSG00000033867.12|SLC4A7	207.026316082438	217
ENSG00000034053.10|APBA2	150.382594201472	133
ENSG00000034152.14|MAP2K3	67.3150797323363	38
ENSG00000034239.6|EFCAB1	13.6769155480998	14
ENSG00000034510.4|TMSB10	5.43696139334047	9
ENSG00000034533.7|ASTE1	103.579764793304	104
ENSG00000034677.7|RNF19A	137.250399968492	147
ENSG00000034693.10|PEX3	65.4543041000336	59
ENSG00000034713.3|GABARAPL2	22.2696814195589	20
ENSG00000034971.10|MYOC	103.063494452036	97
ENSG00000035115.17|SH3YL1	52.8719620341635	45
ENSG00000035141.3|FAM136A	23.1306659491165	24
ENSG00000035403.12|VCL	194.305325668849	154
ENSG00000035499.8|DEPDC1B	87.8969518374347	96
ENSG00000035664.7|DAPK2	66.6496904537011	66
ENSG00000035681.3|NSMAF	151.746231981297	131
ENSG00000035687.9|ADSS	67.8325336203518	69
ENSG00000035720.3|STAP1	45.7281787743399	57
ENSG00000035862.8|TIMP2	31.0174331882093	32
ENSG00000035928.10|RFC1	154.46014572853	169
ENSG00000036054.8|TBC1D23	99.2729021158245	110
ENSG00000036257.8|CUL3	76.4295692905944	84
ENSG00000036448.5|MYOM2	370.444863007366	379
ENSG00000036473.6|OTC	47.0434258525317	42
ENSG00000036530.4|CYP46A1	1.86792656055822	1
ENSG00000036549.8|ZZZ3	153.317320408006	132
ENSG00000036565.10|SLC18A1	128.421193156685	114
ENSG00000036672.11|USP2	123.261646070854	121
ENSG00000036828.9|CASR	231.100056743527	197
ENSG00000037042.8|TUBG2	87.0942566933016	105
ENSG00000037241.3|RPL26L1	26.3737049505898	21
ENSG00000037280.11|FLT4	282.598798117678	277
ENSG00000037474.10|NSUN2	134.195518319223	135
ENSG00000037637.6|FBXO42	132.818180629376	131
ENSG00000037749.7|MFAP3	67.3488990300434	74
ENSG00000037757.9|MRI1	55.5723101685672	62
ENSG00000037897.12|METTL1	21.5083010012339	27
