ensembl_id	gene	UNEECON-G	pLI	mis-z	RVIS	GDI	disease_or_essential_gene
ENSG00000027075	PRKCH	0.306299	0.68079	0.87972	1.100074215	-401.95149	FALSE
ENSG00000027697	IFNGR1	0.15346	0.31114	0.094437	-0.332794446	-429.70695	FALSE
ENSG00000028137	TNFRSF1B	0.139258	0.76048	0.90735	-0.275625596	-1375.40435	FALSE
ENSG00000029534	ANK1	0.308655	0.0015071	0.52024	2.373563361	-1000.57458	TRUE
ENSG00000029725	RABEP1	0.325016	0.47005	0.79441	1.360497243	-184.90445	FALSE
ENSG00000030582	GRN	0.108756	0.84867	-0.097248	0.594423589	-118.35089	TRUE
ENSG00000034152	MAP2K3	0.464356	0.47908	0.36272	-2.209082441	-81.19169	FALSE
ENSG00000034971	MYOC	0.161813	9.451e-12	0.65401	-1.193662323	-839.33434	TRUE
ENSG00000035403	VCL	0.426751	0.75419	3.2682	0.951213556	-332.65362	TRUE
ENSG00000037042	TUBG2	0.389923	9.6514e-06	2.3674	0.728911516	-4575.90405	FALSE
ENSG00000037280	FLT4	0.419897	0.87521	3.1222	0.618226829	-835.41804	TRUE
ENSG00000038427	VCAN	0.141273	0.98948	0.59029	-0.326990238	-4783.10517	TRUE
ENSG00000039068	CDH1	0.264476	0.058504	0.99338	0.675033219	-122.67172	TRUE
ENSG00000039537	C6	0.125421	0.29341	-0.72333	-1.127911096	-846.02843	FALSE
ENSG00000042980	ADAM28	0.019499	1.258e-09	-0.88961	-1.110712667	-623.46636	FALSE
ENSG00000043355	ZIC2	0.504053	0.97738	3.545	0.541464464	-382.0785	TRUE
ENSG00000046604	DSG2	0.08992	6.7815e-07	0.45883	-1.259609974	-2306.73684	TRUE
ENSG00000047579	DTNBP1	0.082575	3.1079e-06	-0.86259	0.161580132	-517.45762	TRUE
ENSG00000048545	GUCA1A	0.093862	0.00045429	0.39542	-0.12598995	-50.44741	TRUE
ENSG00000049089	COL9A2	0.156252	0.00049731	0.94149	-1.416438274	-4219.57468	TRUE
ENSG00000049540	ELN	0.142519	1.4459e-14	0.097793	-0.294207236	-888.18423	TRUE
ENSG00000052850	ALX4	0.182116	0.29761	0.97209	0.053175466	-6688.59361	TRUE
ENSG00000053918	KCNQ1	0.315461	0.0067214	1.9605	0.988692396	-131.10283	TRUE
ENSG00000054356	PTPRN	0.217517	0.00099458	0.81338	0.590062813	-262.5746	FALSE
ENSG00000054523	KIF1B	0.422192	0.75907	3.8386	2.703038252	-705.73842	TRUE
ENSG00000054654	SYNE2	0.156688	0.16486	-0.91736	-2.216303403	-10907.00643	TRUE
ENSG00000054690	PLEKHH1	0.119826	0.00014198	2.2041	-1.645682132	-7095.83143	FALSE
ENSG00000055118	KCNH2	0.4639	0.81472	3.843	0.534289298	-1151.75419	TRUE
ENSG00000055208	TAB2	0.329515	0.41729	0.51451	1.124130555	-16.16045	TRUE
ENSG00000055609	KMT2C	0.286996	0.74527	0.86893	0.714419772	-8094.45636	FALSE
ENSG00000057294	PKP2	0.061937	4.0702e-15	-0.0024422	-0.597402241	-1040.61604	TRUE
ENSG00000057704	TMCC3	0.202058	9.6304e-05	0.94229	0.104411405	-211.70761	FALSE
ENSG00000058091	CDK14	0.362955	0.019095	0.87437	0.333869393	-102.95947	FALSE
ENSG00000058335	RASGRF1	0.512526	1	4.2817	2.368679303	-88.98612	FALSE
ENSG00000058453	CROCC	0.010876	9.1034e-15	0.73104	-5.124836985	-3783.54242	FALSE
ENSG00000060237	WNK1	0.341285	4.6809e-05	-0.098647	0.437238315	-5107.88496	TRUE
ENSG00000060718	COL11A1	0.313946	1	-0.45748	1.334888903	-7076.86232	TRUE
ENSG00000060749	QSER1	0.137119	0.64441	0.23224	0.159892645	-711.28789	FALSE
ENSG00000063046	EIF4B	0.335697	0.92708	2.2838	0.442274896	-187.16747	FALSE
ENSG00000063127	SLC6A16	0.05378	0.00014151	0.33751	0.627539541	-64.79265	FALSE
ENSG00000064490	RFXANK	0.191303	0.0084015	0.72127	0.287945615	-428.12874	TRUE
ENSG00000064763	FAR2	0.237711	0.42028	0.74761	0.569424491	-59.26666	FALSE
ENSG00000064886	CHI3L2	0.059579	1.3812e-05	-0.092875	-0.926534365	-837.33597	FALSE
ENSG00000064933	PMS1	0.04465	0.012914	0.90764	-0.583184882	-375.69909	TRUE
ENSG00000065491	TBC1D22B	0.374168	0.11539	2.3995	0.973537298	-27.71858	FALSE
ENSG00000066044	ELAVL1	0.781949	0.98861	3.9852	0.682206445	-12.81067	FALSE
ENSG00000066248	NGEF	0.195173	0.60694	0.46292	1.200997448	-85.46834	FALSE
ENSG00000066427	ATXN3	0.290869	0.39179	0.93329	0.12237148	-4218.49197	TRUE
ENSG00000066468	FGFR2	0.433937	0.98918	0.70164	1.085865264	-593.43974	TRUE
ENSG00000067182	TNFRSF1A	0.287405	0.98695	2.2508	0.118623033	-154.52417	TRUE
ENSG00000067248	DHX29	0.195815	0.0013137	0.70686	1.098859801	-544.90078	FALSE
ENSG00000068024	HDAC4	0.491539	0.44088	0.83674	1.031237968	-143.07556	TRUE
ENSG00000068078	FGFR3	0.240821	0.1588	1.6017	0.499776987	-129.20225	TRUE
ENSG00000068615	REEP1	0.358539	0.68608	0.90636	-0.168166345	-12.43022	TRUE
ENSG00000069011	PITX1	0.348368	0.28515	0.9433	0.216404232	-3127.07289	TRUE
ENSG00000069206	ADAM7	0.040542	0.0010444	-0.6191	-1.680478494	-2343.44208	FALSE
ENSG00000069424	KCNAB2	0.430521	0.96212	0.89483	0.472265029	-161.34463	FALSE
ENSG00000069431	ABCC9	0.535693	3.5709e-06	5.2281	2.220374857	-117.11773	TRUE
ENSG00000070182	SPTB	0.267762	1	0.90482	0.025897144	-7634.17972	TRUE
ENSG00000070193	FGF10	0.450803	0.48643	0.93844	-0.028209476	-17.92009	TRUE
ENSG00000070413	DGCR2	0.198507	1.6842e-06	0.61839	0.465709257	-892.52157	TRUE
ENSG00000070610	GBA2	0.240975	3.3372e-21	0.63139	0.44853543	-730.63358	FALSE
ENSG00000070814	TCOF1	0.189674	0.98052	0.57621	-1.394185162	-3192.10978	TRUE
ENSG00000072315	TRPC5	0.559821	0.99976	3.3274	1.110644073	-40.06446	FALSE
ENSG00000072786	STK10	0.232168	4.9612e-05	0.72224	-0.002887264	-312.49935	FALSE
ENSG00000072803	FBXW11	0.592033	0.26079	0.79585	0.716102731	-11.11765	FALSE
ENSG00000073008	PVR	0.065528	5.4663e-07	0.99913	-0.795632235	-138.8255	TRUE
ENSG00000073282	TP63	0.394618	0.99985	2.3526	1.579534385	-57.01541	TRUE
ENSG00000073464	CLCN4	0.718912	0.79712	4.5411	1.563547136	-12.98219	FALSE
ENSG00000074181	NOTCH3	0.343287	0.9865	0.91695	0.15553114	-1985.01297	TRUE
ENSG00000074211	PPP2R2C	0.603077	0.99489	3.7174	0.97728657	-11.87458	FALSE
ENSG00000074317	SNCB	0.264221	0.058668	0.96348	0.140332522	-7.13977	TRUE
ENSG00000074410	CA12	0.084242	4.6816e-11	-0.098588	-0.143948573	-40.85482	TRUE
ENSG00000074660	SCARF1	0.237563	9.1315e-06	1.6445	-1.875469239	-1801.80436	FALSE
ENSG00000075043	KCNQ2	0.504121	0.99994	4.3001	1.249109188	-224.48708	TRUE
ENSG00000075426	FOSL2	0.394848	0.96445	1.6881	0.646121638	-25.82937	FALSE
ENSG00000075624	ACTB	0.94883	0.56043	5.0999	0.856067067	-1.93092	TRUE
ENSG00000075785	RAB7A	0.670821	0.45627	2.5738	0.276541818	-4.25742	TRUE
ENSG00000075856	SART3	0.268236	0.46567	0.98344	1.497697679	-1963.71024	TRUE
ENSG00000075891	PAX2	0.296288	0.97078	1.7714	0.692827253	-28.99207	TRUE
ENSG00000076053	RBM7	0.21586	0.17454	0.93233	0.344334162	-13.13146	FALSE
ENSG00000076108	BAZ2A	0.166424	0.14233	0.79841	1.352809358	-326.9189	FALSE
ENSG00000076242	MLH1	0.125596	4.3469e-06	-0.098408	0.145967324	-1715.16552	TRUE
ENSG00000076258	FMO4	0.079823	1.1402e-10	0.51894	-0.649574458	-99.90833	FALSE
ENSG00000076513	ANKRD13A	0.15824	3.0037e-05	0.93917	0.595824491	-499.55841	FALSE
ENSG00000077044	DGKD	0.397551	0.19364	0.96077	1.966787037	-88.47472	FALSE
ENSG00000077522	ACTN2	0.37649	0.94592	0.43762	0.486182555	-447.74179	TRUE
ENSG00000077585	GPR137B	0.06236	3.1092e-06	0.061046	0.028339433	-44.24582	FALSE
ENSG00000077942	FBLN1	0.39138	0.24772	0.89636	0.514767188	-160.09965	TRUE
ENSG00000078328	RBFOX1	0.372844	0.92864	0.068327	1.273165885	-64.21028	FALSE
ENSG00000078898	BPIFB2	0.056238	2.6512e-10	0.36221	-0.310924358	-817.49956	FALSE
ENSG00000079215	SLC1A3	0.374705	0.72468	0.58632	0.24436697	-187.70695	TRUE
ENSG00000079805	DNM2	0.522818	0.028585	0.62413	1.511897262	-50.91122	TRUE
ENSG00000079841	RIMS1	0.245273	0.36394	2.7937	1.734102772	-440.01281	TRUE
ENSG00000080345	RIF1	0.129333	1	0.72926	0.552586527	-452.97512	FALSE
ENSG00000080815	PSEN1	0.425081	0.68731	0.95764	0.106595924	-60.74439	TRUE
ENSG00000080819	CPOX	0.275023	0.17695	1.3973	-0.272659895	-3622.54592	TRUE
ENSG00000081051	AFP	0.161035	1.1907e-11	0.24332	-0.067094239	-413.78029	TRUE
ENSG00000081189	MEF2C	0.643242	0.98612	4.41	0.582858988	-6.52455	TRUE
ENSG00000081248	CACNA1S	0.148625	1.7455e-12	-0.0021083	-0.159568978	-6599.51391	TRUE
ENSG00000081665	ZNF506	0.09469	4.5471e-06	0.98515	0.144240912	-186.62415	FALSE
ENSG00000081853	PCDHGA2	0.029618	4.1991e-16	-0.21145	-0.254218914	-2085.52059	FALSE
ENSG00000083457	ITGAE	0.101927	0.00036039	0.31721	-0.52727428	-2363.23014	FALSE
ENSG00000083535	PIBF1	0.039532	2.6975e-11	-0.47992	0.401826736	-637.11347	FALSE
ENSG00000083642	PDS5B	0.47442	0.78362	4.6521	2.057678715	-70.24529	FALSE
ENSG00000083799	CYLD	0.528318	0.7921	0.71154	1.178339527	-24.23092	TRUE
ENSG00000083817	ZNF416	0.267224	0.36214	0.95827	0.137526062	-44.10909	FALSE
ENSG00000083937	CHMP2B	0.224431	4.0643e-06	0.51897	0.137365502	-64.34083	TRUE
ENSG00000084674	APOB	0.119033	0.19795	-0.17819	0.604284877	-12742.91619	TRUE
ENSG00000085514	PILRA	0.075932	2.2105e-09	-0.055802	0.193131264	-24.52952	FALSE
ENSG00000085644	ZNF213	0.234469	4.3665e-07	-0.041314	0.464144711	-20.61697	FALSE
ENSG00000085831	TTC39A	0.271234	0.53265	2.4801	-0.049134862	-40.28663	FALSE
ENSG00000086200	IPO11	0.219895	0.24904	0.9654	1.292861609	-87.81015	FALSE
ENSG00000087086	FTL	0.110639	1.614e-09	-0.48679	0.45492664	-10.88019	TRUE
ENSG00000087237	CETP	0.074006	9.1666e-22	-0.49906	-0.058815582	-320.75729	TRUE
ENSG00000087266	SH3BP2	0.154195	0.0011383	0.59594	-0.140820196	-106.0391	TRUE
ENSG00000087460	GNAS	0.329294	0.97387	0.72704	-0.354345589	-290.01884	TRUE
ENSG00000087470	DNM1L	0.472398	0.00017033	4.0786	1.027743724	-26.57798	TRUE
ENSG00000087494	PTHLH	0.201169	0.83368	1.3621	0.148611299	-15.65277	TRUE
ENSG00000089041	P2RX7	0.04127	3.0454e-11	0.63928	-1.451745163	-10100.50875	FALSE
ENSG00000089225	TBX5	0.343597	0.99321	1.3468	0.105193419	-123.51325	TRUE
ENSG00000090020	SLC9A1	0.525737	0.39387	0.82164	0.997754644	-52.35151	FALSE
ENSG00000090054	SPTLC1	0.272558	1.8962e-05	1.2177	0.532560312	-180.38129	TRUE
ENSG00000090382	LYZ	0.315001	1.0898e-06	0.80459	-0.585077313	-105.50557	TRUE
ENSG00000090534	THPO	0.25262	0.23444	0.47935	-0.119894746	-31.37424	TRUE
ENSG00000090686	USP48	0.531765	0.67099	0.93438	0.984161475	-115.55589	FALSE
ENSG00000090861	AARS	0.326852	0.0050605	0.14704	1.457871711	-1228.44466	TRUE
ENSG00000090863	GLG1	0.393392	0.66116	2.2576	2.108954156	-89.984	FALSE
ENSG00000091010	POU4F3	0.214645	0.92721	-0.5979	0.561145614	-20.59903	TRUE
ENSG00000091136	LAMB1	0.137058	0.34274	0.79685	1.235752647	-2293.09009	TRUE
ENSG00000091622	PITPNM3	0.369211	0.73386	0.90008	1.287727259	-950.06926	TRUE
ENSG00000091831	ESR1	0.382824	0.99542	0.93221	0.636437305	-148.46269	TRUE
ENSG00000092054	MYH7	0.511515	3.748e-16	3.9978	3.996318711	-108.56923	TRUE
ENSG00000092330	TINF2	0.254591	0.0069091	0.9445	0.053957444	-264.91502	TRUE
ENSG00000092758	COL9A3	0.142055	0.00039161	-0.16174	-1.589392514	-2646.06911	TRUE
ENSG00000094914	AAAS	0.087256	3.0735e-12	-0.084331	0.238434388	-101.66522	FALSE
ENSG00000095002	MSH2	0.174862	0.9934	-2.4241	1.024340829	-376.88542	TRUE
ENSG00000095139	ARCN1	0.468311	0.75702	2.1182	0.485854739	-55.4936	FALSE
ENSG00000095637	SORBS1	0.114418	0.00086733	0.94004	0.084596563	-848.56499	FALSE
ENSG00000095777	MYO3A	0.075662	2.0407e-19	-0.39629	-1.342194989	-8149.62252	FALSE
ENSG00000095917	TPSD1	0.025623	7.9643e-12	-1.5085	-1.430032895	-2541.65507	FALSE
ENSG00000096696	DSP	0.229705	1	0.89318	1.944229704	-4755.60752	FALSE
ENSG00000096968	JAK2	0.374222	0.6509	0.9458	1.303500352	-210.76885	TRUE
ENSG00000099338	CATSPERG	0.113904	2.2487e-07	0.21833	0.873735956	-542.61244	FALSE
ENSG00000099364	FBXL19	0.368606	0.29522	4.1085	0.304503068	-2594.94168	FALSE
ENSG00000099937	SERPIND1	0.133154	2.1351e-10	0.019823	0.027719267	-182.84551	TRUE
ENSG00000099956	SMARCB1	0.739585	0.96599	3.7073	0.459456397	-2.2986	TRUE
ENSG00000099985	OSM	0.085116	0.39247	0.30775	-0.446514972	-68.19067	FALSE
ENSG00000100122	CRYBB1	0.223746	0.00070371	0.36763	-0.11239832	-46.74188	TRUE
ENSG00000100146	SOX10	0.378792	0.9004	2.8826	0.713134243	-24.56042	TRUE
ENSG00000100207	TCF20	0.229543	0.91164	0.96815	3.824233709	-1856.84901	FALSE
ENSG00000100234	TIMP3	0.50367	0.6567	1.9519	0.206562728	-12.37507	TRUE
ENSG00000100345	MYH9	0.508764	0.55978	0.52667	3.236384566	-1763.68591	TRUE
ENSG00000100373	UPK3A	0.058038	0.00065118	-0.33811	-0.784388542	-189.17114	TRUE
ENSG00000100393	EP300	0.387484	1	2.2235	4.105042369	-1174.22905	TRUE
ENSG00000100473	COCH	0.179015	2.3612e-05	0.86058	-0.110051684	-2772.50763	TRUE
ENSG00000100580	TMED8	0.098479	0.077977	1.0449	0.254049237	-5916.67659	FALSE
ENSG00000100596	SPTLC2	0.394457	0.97035	2.2201	0.635655759	-69.30897	TRUE
ENSG00000100603	SNW1	0.433089	0.99656	2.996	0.630344541	-624.40773	FALSE
ENSG00000100650	SRSF5	0.475084	0.67381	1.8895	0.637062208	-10.97464	TRUE
ENSG00000100665	SERPINA4	0.054809	9.9882e-09	-0.70742	0.056303527	-20.0632	FALSE
ENSG00000100767	PAPLN	0.032003	1.9531e-09	0.64873	-3.669057837	-5174.824	FALSE
ENSG00000100815	TRIP11	0.115367	0.36964	0.87696	-1.039583461	-4547.20664	FALSE
ENSG00000100906	NFKBIA	0.240642	0.96766	0.89158	0.514440122	-27.87219	TRUE
ENSG00000100908	EMC9	0.117999	0.0058785	0.37224	-0.451829241	-78.56922	FALSE
ENSG00000101076	HNF4A	0.386736	0.92379	2.2222	1.2189558	-238.98386	TRUE
ENSG00000101115	SALL4	0.229492	0.92244	0.7823	0.658651816	-3396.93268	TRUE
ENSG00000101162	TUBB1	0.127068	9.6451e-08	0.12343	-0.595370259	-2687.40184	TRUE
ENSG00000101190	TCFL5	0.222105	0.99286	1.086	-0.326863265	-1118.72839	FALSE
ENSG00000101204	CHRNA4	0.235359	0.00011281	0.46414	1.283796674	-54.0249	TRUE
ENSG00000101306	MYLK2	0.121514	0.23795	0.23483	-0.066312225	-296.01659	TRUE
ENSG00000101384	JAG1	0.466329	1	3.4718	0.933263896	-537.31129	TRUE
ENSG00000101400	SNTA1	0.219819	0.0059595	1.3627	-0.139418124	-449.98741	TRUE
ENSG00000101421	CHMP4B	0.539887	0.96504	2.4913	0.326214609	-4.93362	TRUE
ENSG00000101596	SMCHD1	0.320933	0.46568	0.61741	1.083875552	-2822.43247	FALSE
ENSG00000101638	ST8SIA5	0.114399	0.0015417	0.90303	0.461799565	-86.55471	FALSE
ENSG00000101751	POLI	0.030192	5.6069e-05	0.097473	-1.463775157	-300.18735	FALSE
ENSG00000101856	PGRMC1	0.193372	0.49349	-0.25723	-0.353462418	-15.64346	FALSE
ENSG00000102174	PHEX	0.387451	0.99992	1.9048	1.177756397	-35.78853	FALSE
ENSG00000102313	ITIH6	0.033519	1.2158e-24	-2.4013	-3.326749222	-765.43774	FALSE
ENSG00000102359	SRPX2	0.172796	0.01484	0.28381	-1.286449261	-51.08082	FALSE
ENSG00000102466	FGF14	0.457452	0.2401	1.8437	0.105032293	-23.4147	TRUE
ENSG00000102678	FGF9	0.474225	0.95354	1.575	0.161420196	-24.43081	TRUE
ENSG00000102878	HSF4	0.090527	1.1094e-09	0.82944	0.026155161	-33.20248	TRUE
ENSG00000102908	NFAT5	0.406117	1	0.67184	2.477161407	-79.19061	FALSE
ENSG00000103197	TSC2	0.368079	0.98045	-0.085581	2.944580835	-455.72964	TRUE
ENSG00000103313	MEFV	0.097922	1.1812e-15	-0.93565	-1.785797293	-1463.7814	FALSE
ENSG00000103316	CRYM	0.23599	0.062335	0.94254	-0.105684273	-100.52724	TRUE
ENSG00000103449	SALL1	0.319065	0.99975	0.93943	0.855978425	-202.60205	TRUE
ENSG00000103546	SLC6A2	0.408246	0.2012	0.071567	0.234686152	-192.60631	TRUE
ENSG00000103994	ZNF106	0.175236	0.62457	0.81804	1.35224855	-657.40284	FALSE
ENSG00000104044	OCA2	0.030662	0.19735	-0.073002	-1.750350089	-2610.71907	FALSE
ENSG00000104313	EYA1	0.240799	0.98315	0.91735	0.382138929	-582.72096	TRUE
ENSG00000104341	LAPTM4B	0.088079	1.4209e-07	-0.046063	-0.632400046	-162.96113	FALSE
ENSG00000104365	IKBKB	0.30178	0.52184	0.98377	0.014910255	-247.23048	FALSE
ENSG00000104368	PLAT	0.088529	0.013246	0.54019	0.070676799	-155.28813	TRUE
ENSG00000104447	TRPS1	0.248054	1	0.76001	0.393717428	-118.19802	TRUE
ENSG00000104518	GSDMD	0.079011	5.6442e-09	0.81562	-0.84452444	-230.01248	FALSE
ENSG00000104635	SLC39A14	0.36764	0.12822	0.67119	0.06223611	-3348.38456	FALSE
ENSG00000104728	ARHGEF10	0.191641	2.0366e-24	-2.6624	-0.438899969	-709.76209	TRUE
ENSG00000104826	LHB	0.18783	0.0017724	-0.57253	-0.810794536	-243.56684	TRUE
ENSG00000104936	DMPK	0.130006	0.19263	0.61713	0.218128743	-1526.99605	TRUE
ENSG00000104967	NOVA2	0.625646	0.45739	4.4712	0.355580841	-6.39019	FALSE
ENSG00000104974	LILRA1	0.026651	9.6668e-14	-2.1875	-2.114076046	-2966.18722	FALSE
ENSG00000105143	SLC1A6	0.369153	0.43842	0.83317	0.207503818	-38.46571	FALSE
ENSG00000105173	CCNE1	0.260822	0.97505	1.7218	0.36167289	-38.51875	FALSE
ENSG00000105220	GPI	0.2827	0.5245	0.74137	0.279045763	-131.65784	TRUE
ENSG00000105221	AKT2	0.480099	0.93462	0.97948	1.084918886	-17.52078	TRUE
ENSG00000105287	PRKD2	0.442239	0.99932	0.89285	0.969951674	-199.04525	TRUE
ENSG00000105329	TGFB1	0.342195	0.66729	0.99961	-0.001809041	-472.6638	TRUE
ENSG00000105357	MYH14	0.145	0.95376	2.796	-1.954978376	-1826.33006	TRUE
ENSG00000105372	RPS19	0.501149	0.59512	0.73548	0.297629298	-1.23583	TRUE
ENSG00000105392	CRX	0.150726	0.44348	0.41187	-0.148479047	-183.8471	TRUE
ENSG00000105393	BABAM1	0.242513	0.79971	0.99747	-0.09287498	-38.74926	FALSE
ENSG00000105429	MEGF8	0.204979	0.61894	3.9156	1.467128328	-506.62522	FALSE
ENSG00000105514	RAB3D	0.256136	1.1413e-05	0.85383	-0.277973256	-314.113	FALSE
ENSG00000105610	KLF1	0.052664	0.0088532	1.0021	-0.625688693	-2015.45625	TRUE
ENSG00000105618	PRPF31	0.571012	0.93543	3.268	0.824511241	-11.58931	TRUE
ENSG00000105639	JAK3	0.33403	7.8292e-05	3.1863	0.285923429	-301.14007	FALSE
ENSG00000105664	COMP	0.2956	6.0746e-10	1.8999	0.617695097	-524.39964	TRUE
ENSG00000105711	SCN1B	0.267678	0.10951	0.61247	0.443679608	-1150.29546	TRUE
ENSG00000105825	TFPI2	0.061408	0.0051399	-0.64511	-0.67379547	-42.26702	TRUE
ENSG00000105849	TWISTNB	0.223337	0.61576	0.21475	-0.240327438	-60.1892	FALSE
ENSG00000105974	CAV1	0.203476	0.33928	0.90186	-0.33749117	-11.5877	FALSE
ENSG00000105976	MET	0.364076	0.89463	0.94874	0.477292916	-467.67031	TRUE
ENSG00000105983	LMBR1	0.162429	5.237e-08	0.89889	0.6439347	-220.61793	TRUE
ENSG00000105989	WNT2	0.236763	0.044452	0.82838	-0.025080949	-66.61015	FALSE
ENSG00000106018	VIPR2	0.078338	0.24729	0.59371	-0.716589095	-322.60143	FALSE
ENSG00000106031	HOXA13	0.231742	0.95936	0.68047	-0.014618158	-122.9053	TRUE
ENSG00000106105	GARS	0.339855	0.17517	1.4379	0.233903948	-146.27493	TRUE
ENSG00000106331	PAX4	0.088234	6.104e-05	-0.09987	-1.063536639	-579.48535	TRUE
ENSG00000106336	FBXO24	0.134479	0.0031316	0.37417	0.101445114	-1924.25503	FALSE
ENSG00000106348	IMPDH1	0.321229	0.0084152	0.63836	0.323405665	-74.88549	TRUE
ENSG00000106366	SERPINE1	0.257451	0.0032339	0.53117	0.141274415	-478.10918	TRUE
ENSG00000106443	PHF14	0.486072	0.44763	3.1077	0.680799365	-132.45351	FALSE
ENSG00000106571	GLI3	0.236826	0.91113	0.71454	3.37939727	-2831.41391	TRUE
ENSG00000106617	PRKAG2	0.339436	0.99946	2.6302	0.121750743	-322.64102	TRUE
ENSG00000106799	TGFBR1	0.468902	0.076373	0.98134	0.621284817	-16.73502	TRUE
ENSG00000106868	SUSD1	0.070484	6.5538e-05	0.97191	0.149715505	-137.08657	FALSE
ENSG00000106948	AKNA	0.034598	0.00061426	-0.53688	-1.492011049	-4847.69941	FALSE
ENSG00000106976	DNM1	0.611993	0.99965	5.2788	0.850129675	-214.81838	FALSE
ENSG00000106991	ENG	0.226332	0.99877	0.97967	0.378390646	-285.23723	TRUE
ENSG00000106992	AK1	0.166147	0.58447	0.76175	-0.093657325	-346.85629	TRUE
ENSG00000107099	DOCK8	0.265293	0.0030084	-0.85645	0.828277355	-7212.15102	FALSE
ENSG00000107165	TYRP1	0.069368	0.0030077	-2.1038	-0.184398302	-175.42763	FALSE
ENSG00000107290	SETX	0.212793	0.12585	0.075539	1.143035926	-1619.58256	TRUE
ENSG00000107447	DNTT	0.032043	5.1655e-11	-0.4654	-0.553975777	-134.78939	FALSE
ENSG00000107485	GATA3	0.420095	0.89505	2.0428	0.58973106	-21.7772	TRUE
ENSG00000107560	RAB11FIP2	0.180963	0.5399	0.85078	0.532560312	-470.93745	FALSE
ENSG00000107593	PKD2L1	0.045282	0.0029815	-0.29817	-1.039169122	-3481.90583	TRUE
ENSG00000107731	UNC5B	0.059943	1.7098e-05	0.21815	-1.215885984	-1193.04511	FALSE
